session,latency_ms,bandwidth_kb
1,109.35,544.24
2,111.67,549.28
3,106.27,549.90
4,109.05,548.85
5,109.31,548.87
6,114.45,550.67
7,115.56,549.29
8,119.16,548.81
9,118.03,549.11
10,121.80,549.40
11,116.87,548.50
12,111.94,548.74
13,109.75,550.17
14,113.76,550.11
15,111.70,548.96
16,109.44,549.26
17,114.16,548.33
18,113.15,548.92
19,111.33,549.07
20,109.81,548.67
21,117.55,549.83
22,108.89,549.13
23,110.15,549.41
24,110.73,548.87
25,113.11,549.42
26,111.57,549.20
27,113.98,548.83
28,111.52,548.79
29,116.98,549.07
30,123.92,550.00
31,115.00,548.85
32,111.19,549.96
33,114.55,549.23
34,117.95,549.64
35,114.73,548.66
36,113.83,548.79
37,113.48,549.18
38,114.83,548.52
39,116.30,549.26
40,120.73,548.54
41,111.97,548.84
42,114.21,549.29
43,111.97,549.27
44,116.65,549.02
45,115.26,548.64
46,129.25,549.31
47,117.70,549.11
48,111.72,549.74
49,116.60,548.51
50,118.37,549.29
51,133.83,548.92
52,117.76,549.03
53,128.82,550.19
54,117.80,549.24
55,116.79,549.34
56,120.79,549.51
57,116.79,548.71
58,118.84,549.17
59,117.76,548.38
60,113.97,548.93
61,112.54,549.36
62,113.05,549.47
63,112.44,548.50
64,119.26,548.06
65,111.10,549.77
66,112.94,548.94
67,119.38,549.03
68,115.16,548.40
69,113.26,550.16
70,114.20,549.11
71,116.27,549.36
72,112.01,549.64
73,111.79,549.79
74,112.61,548.49
75,113.42,548.85
76,112.65,548.86
77,114.82,548.10
78,117.15,548.48
79,111.75,548.97
80,114.56,549.38
81,112.52,547.95
82,115.15,549.28
83,114.50,548.03
84,113.88,549.38
85,117.65,548.06
86,121.18,548.82
87,114.41,548.70
88,113.77,548.77
89,110.28,548.99
90,115.35,549.24
91,115.77,548.79
92,112.21,549.09
93,116.41,548.53
94,112.81,550.09
95,115.05,548.77
96,112.59,548.90
97,112.54,548.84
98,113.78,548.93
99,113.72,549.27
100,116.33,548.75
