session,latency_ms,bandwidth_kb
1,189.05,3824.10
2,197.79,3827.08
3,184.98,3825.83
4,185.85,3826.44
5,179.46,3826.42
6,200.59,3825.01
7,181.95,3826.86
8,199.34,3826.00
9,194.48,3828.31
10,190.74,3826.07
11,188.46,3827.81
12,197.63,3824.67
13,194.22,3826.92
14,209.29,3828.59
15,207.24,3825.88
16,194.17,3828.23
17,204.12,3826.62
18,201.84,3826.67
19,216.01,3828.71
20,208.94,3828.33
21,213.77,3825.93
22,203.97,3825.89
23,208.88,3826.97
24,193.36,3827.53
25,207.62,3826.66
26,195.19,3825.72
27,199.65,3829.55
28,199.79,3825.36
29,194.38,3825.79
30,224.27,3826.08
31,201.12,3827.54
32,197.37,3826.37
33,213.91,3825.53
34,200.18,3827.72
35,210.72,3829.95
36,198.98,3829.45
37,205.61,3827.13
38,199.72,3824.89
39,224.57,3826.40
40,199.81,3824.14
41,210.28,3829.40
42,206.41,3830.29
43,199.49,3828.64
44,203.29,3828.66
45,205.30,3827.80
46,211.05,3826.86
47,201.79,3826.53
48,209.99,3828.39
49,202.26,3828.29
50,203.99,3827.95
51,201.97,3829.62
52,217.02,3827.31
53,202.69,3826.65
54,209.15,3827.09
55,203.97,3827.59
56,201.24,3827.73
57,231.80,3828.69
58,203.90,3825.94
59,216.71,3826.27
60,215.74,3827.06
61,202.18,3824.69
62,211.19,3827.36
63,213.50,3828.40
64,209.71,3827.04
65,213.05,3830.02
66,215.80,3825.63
67,206.63,3826.52
68,207.97,3826.88
69,214.09,3827.86
70,207.96,3827.69
71,214.22,3827.13
72,211.23,3826.64
73,200.99,3826.55
74,206.44,3826.32
75,213.50,3827.48
76,203.94,3826.67
77,205.11,3827.07
78,207.41,3826.93
79,206.06,3826.72
80,219.86,3828.67
81,218.73,3825.14
82,207.22,3827.32
83,201.88,3828.78
84,202.91,3827.00
85,210.56,3827.84
86,211.94,3828.16
87,204.86,3826.18
88,213.57,3827.37
89,213.05,3826.69
90,225.28,3826.09
91,211.69,3828.73
92,222.85,3830.61
93,213.46,3828.86
94,213.13,3827.24
95,207.45,3829.20
96,211.78,3828.54
97,214.72,3826.81
98,205.92,3827.61
99,215.61,3829.24
100,215.48,3826.98
