session,latency_ms,bandwidth_kb
1,210.48,960.56
2,203.93,960.35
3,218.94,961.18
4,213.51,960.34
5,216.43,959.60
6,222.80,958.81
7,222.67,960.12
8,222.51,960.15
9,223.93,960.58
10,233.33,961.41
11,234.02,960.35
12,225.72,958.64
13,228.29,960.15
14,226.00,958.85
15,232.38,959.73
16,223.12,960.40
17,250.35,959.85
18,233.80,959.90
19,229.10,960.37
20,235.69,958.97
21,230.50,961.48
22,233.24,959.20
23,227.51,959.47
24,234.07,959.98
25,232.61,958.83
26,233.92,960.02
27,233.37,959.51
28,231.68,960.14
29,231.45,961.63
30,231.06,960.47
31,229.40,960.55
32,230.22,960.68
33,237.45,960.52
34,230.06,960.47
35,233.91,959.30
36,232.56,959.32
37,228.90,959.57
38,235.59,959.47
39,236.83,960.24
40,229.08,959.77
41,233.56,959.22
42,247.47,960.60
43,238.67,959.48
44,231.72,960.15
45,239.17,959.49
46,253.42,959.29
47,258.79,960.54
48,248.08,960.79
49,249.57,960.63
50,245.14,960.62
51,235.41,960.49
52,234.98,960.92
53,234.25,959.30
54,232.29,960.34
55,233.26,959.38
56,232.17,960.05
57,235.74,961.08
58,237.12,961.61
59,238.46,961.76
60,235.16,960.88
61,232.98,960.17
62,236.53,959.96
63,239.66,958.78
64,235.69,959.24
65,236.05,959.24
66,241.85,958.80
67,232.80,959.85
68,237.79,960.23
69,235.59,961.62
70,235.26,960.65
71,236.72,959.56
72,233.80,960.08
73,236.05,960.46
74,237.99,959.50
75,232.14,959.85
76,252.34,960.35
77,252.06,961.05
78,241.47,959.81
79,236.16,959.06
80,236.05,959.68
81,235.67,958.82
82,244.79,960.87
83,232.58,960.66
84,239.45,958.76
85,235.42,959.79
86,238.66,959.07
87,233.27,960.50
88,251.21,961.39
89,241.22,960.01
90,237.13,959.55
91,233.54,960.01
92,238.74,959.95
93,245.18,960.31
94,244.32,962.68
95,238.82,960.30
96,237.26,959.74
97,237.93,961.77
98,235.54,960.25
99,235.59,960.12
100,245.11,960.05
