session,latency_ms,bandwidth_kb
1,223.89,1018.31
2,213.75,1016.84
3,224.30,1017.27
4,212.75,1016.87
5,223.84,1016.84
6,224.60,1017.81
7,220.99,1016.92
8,228.15,1016.42
9,229.49,1016.63
10,235.13,1017.14
11,232.58,1017.00
12,224.11,1017.40
13,231.08,1016.46
14,250.80,1016.26
15,230.48,1015.70
16,245.57,1016.52
17,246.97,1017.27
18,244.97,1017.98
19,242.00,1017.02
20,259.14,1017.59
21,244.17,1016.81
22,238.62,1018.27
23,232.82,1016.05
24,242.52,1017.14
25,241.19,1017.37
26,235.85,1018.59
27,241.06,1016.81
28,240.64,1016.08
29,233.37,1016.16
30,236.41,1016.89
31,237.94,1016.03
32,252.34,1017.76
33,239.85,1017.11
34,240.43,1017.96
35,237.66,1017.29
36,238.81,1018.42
37,248.05,1017.84
38,234.15,1018.03
39,245.38,1017.78
40,238.12,1016.91
41,236.09,1016.43
42,269.52,1017.43
43,261.08,1017.42
44,252.67,1016.71
45,239.48,1018.38
46,256.70,1018.55
47,245.58,1016.43
48,245.05,1018.69
49,244.36,1018.51
50,248.26,1020.42
51,244.64,1017.75
52,255.02,1018.57
53,241.19,1018.42
54,241.65,1017.24
55,247.67,1016.46
56,251.28,1016.88
57,241.76,1017.88
58,244.24,1017.47
59,239.30,1016.57
60,244.86,1016.28
61,241.69,1016.84
62,236.51,1017.39
63,238.49,1018.08
64,241.41,1018.28
65,244.25,1018.69
66,246.32,1016.50
67,245.95,1016.29
68,241.55,1017.82
69,242.50,1017.33
70,249.02,1016.91
71,243.16,1017.80
72,242.04,1016.93
73,260.10,1017.14
74,237.37,1016.83
75,242.87,1019.39
76,242.12,1018.18
77,243.54,1017.39
78,253.00,1017.25
79,241.53,1017.67
80,245.93,1018.54
81,243.36,1017.95
82,248.07,1017.02
83,247.16,1017.58
84,248.07,1018.00
85,254.09,1017.51
86,250.91,1016.27
87,246.98,1018.01
88,242.50,1016.19
89,243.92,1018.10
90,240.72,1018.08
91,248.28,1017.10
92,243.19,1017.71
93,254.11,1017.67
94,243.45,1017.54
95,247.28,1017.73
96,238.79,1017.93
97,241.73,1017.74
98,239.30,1016.84
99,245.91,1019.43
100,270.03,1019.01
