session,latency_ms,bandwidth_kb
1,112.90,342.43
2,103.84,347.73
3,112.62,347.22
4,115.84,347.91
5,121.05,349.01
6,106.79,348.04
7,106.32,347.01
8,109.43,347.85
9,108.53,347.68
10,107.21,347.52
11,112.78,347.21
12,109.72,347.47
13,111.09,347.79
14,116.33,348.07
15,112.14,347.76
16,110.74,348.04
17,126.70,348.76
18,116.16,347.73
19,111.56,347.72
20,112.12,348.29
21,112.10,347.90
22,111.34,347.33
23,109.64,348.76
24,109.93,348.23
25,107.87,348.60
26,109.37,348.21
27,108.39,348.04
28,110.18,347.78
29,110.79,347.39
30,108.44,348.90
31,110.37,347.64
32,111.06,347.27
33,107.13,348.36
34,111.71,348.77
35,108.04,347.66
36,110.74,347.99
37,112.09,348.41
38,115.92,348.10
39,111.00,347.07
40,112.01,347.14
41,110.34,347.60
42,110.58,348.10
43,111.96,347.90
44,114.06,347.73
45,109.39,347.59
46,109.37,348.62
47,110.32,347.75
48,107.96,348.05
49,113.41,348.31
50,113.36,347.45
51,109.44,347.56
52,112.52,348.30
53,108.37,349.06
54,114.79,348.36
55,109.10,349.12
56,112.83,347.48
57,110.64,348.40
58,113.57,347.73
59,116.24,348.49
60,110.56,347.66
61,114.31,346.75
62,111.27,347.46
63,113.27,348.10
64,114.32,348.52
65,114.70,347.76
66,112.64,348.04
67,114.20,347.52
68,114.26,347.65
69,111.27,347.78
70,179.75,348.12
71,112.22,345.62
72,116.28,347.35
73,111.05,349.07
74,111.90,347.75
75,110.51,347.87
76,120.64,348.17
77,120.22,348.91
78,121.55,347.99
79,118.39,349.07
80,120.39,348.95
81,116.40,348.00
82,112.57,347.22
83,114.38,347.34
84,115.65,347.01
85,117.85,346.97
86,116.71,347.14
87,111.78,348.49
88,110.23,348.89
89,114.03,348.53
90,111.20,348.73
91,120.89,346.44
92,117.29,347.37
93,129.42,349.01
94,112.38,348.62
95,112.76,347.55
96,114.90,348.30
97,114.22,347.52
98,113.27,347.35
99,116.45,348.76
100,116.22,348.13
