session,latency_ms,bandwidth_kb
1,114.34,408.30
2,117.80,412.53
3,112.51,411.82
4,124.28,412.98
5,118.36,412.53
6,113.54,412.07
7,117.03,411.11
8,113.22,412.58
9,115.01,412.07
10,113.13,412.13
11,112.60,412.26
12,113.86,411.59
13,115.30,411.45
14,118.17,410.79
15,111.68,412.52
16,114.57,412.00
17,115.82,412.07
18,115.78,411.54
19,114.21,412.31
20,113.30,412.41
21,112.01,412.34
22,111.70,412.27
23,112.36,412.85
24,113.08,411.82
25,116.57,412.62
26,115.60,412.05
27,114.30,412.84
28,115.96,411.29
29,113.93,412.00
30,112.86,411.10
31,112.02,412.72
32,117.05,411.29
33,112.15,412.83
34,114.68,412.00
35,114.52,412.14
36,118.25,411.90
37,113.40,412.14
38,111.99,411.94
39,115.08,411.64
40,114.55,411.83
41,113.14,412.96
42,121.65,411.67
43,116.87,412.14
44,129.18,413.33
45,126.91,412.44
46,123.74,412.10
47,119.95,411.97
48,139.82,412.65
49,146.26,412.37
50,150.08,412.61
51,142.16,413.09
52,145.84,412.98
53,141.20,412.94
54,188.14,412.97
55,132.82,411.84
56,125.07,412.27
57,126.91,412.73
58,121.00,412.61
59,120.05,412.61
60,132.49,412.79
61,148.22,413.10
62,130.52,412.66
63,126.75,412.39
64,124.22,412.34
65,128.53,411.88
66,142.95,412.98
67,136.74,412.00
68,149.39,412.40
69,137.66,412.86
70,128.97,412.14
71,127.21,412.20
72,134.03,412.52
73,129.59,412.32
74,130.07,411.54
75,125.08,412.97
76,127.01,412.41
77,126.46,411.63
78,130.42,411.81
79,125.32,412.93
80,122.91,413.04
81,131.47,411.74
82,130.87,412.58
83,132.20,412.78
84,133.07,411.18
85,128.59,412.45
86,130.05,413.30
87,137.68,412.58
88,139.96,412.03
89,132.65,413.03
90,133.32,412.40
91,138.53,413.51
92,134.35,412.43
93,134.78,412.39
94,132.46,412.95
95,131.67,412.58
96,134.34,413.19
97,137.67,412.58
98,127.88,412.18
99,121.99,411.93
100,122.39,412.14
