session,latency_ms,bandwidth_kb
1,115.63,349.05
2,110.39,353.75
3,107.73,354.81
4,107.79,354.96
5,110.06,355.08
6,109.48,355.73
7,108.79,354.74
8,110.36,354.57
9,108.09,355.63
10,118.76,354.82
11,108.82,355.20
12,107.32,355.22
13,107.05,355.52
14,111.53,354.29
15,107.40,355.26
16,109.89,354.68
17,110.64,354.97
18,107.13,355.59
19,106.10,354.63
20,108.11,355.01
21,106.85,355.35
22,107.45,355.59
23,109.64,355.06
24,109.23,354.43
25,108.21,353.68
26,107.88,354.58
27,110.91,354.16
28,108.03,354.27
29,106.99,355.27
30,108.67,355.12
31,108.94,355.13
32,106.09,354.79
33,111.80,354.98
34,106.13,354.81
35,105.95,354.89
36,111.43,354.50
37,107.86,354.41
38,109.16,355.59
39,106.55,355.02
40,108.37,355.02
41,111.79,355.60
42,108.56,354.50
43,106.24,355.93
44,112.02,355.06
45,113.26,354.25
46,115.28,355.34
47,112.52,354.51
48,112.26,355.28
49,107.32,356.31
50,113.18,354.76
51,111.35,354.42
52,109.54,355.13
53,108.92,354.68
54,112.06,354.63
55,110.45,354.88
56,110.33,354.74
57,105.80,355.59
58,114.77,354.94
59,105.76,354.44
60,111.04,355.61
61,110.32,355.01
62,115.91,355.20
63,119.44,355.26
64,108.71,355.11
65,109.80,355.28
66,110.03,355.21
67,116.56,355.08
68,115.75,354.65
69,111.72,354.97
70,112.74,355.58
71,112.07,354.70
72,114.23,354.94
73,111.20,354.75
74,114.80,355.66
75,113.24,355.52
76,113.34,355.01
77,111.14,354.89
78,113.41,355.02
79,123.90,355.84
80,114.08,354.92
81,115.87,355.08
82,110.37,355.39
83,113.58,355.06
84,111.55,354.82
85,116.86,354.05
86,109.17,354.57
87,111.85,354.86
88,111.22,355.47
89,113.16,355.02
90,142.93,355.52
91,128.74,355.54
92,116.41,354.33
93,115.89,355.59
94,115.24,355.68
95,111.85,354.96
96,109.82,355.46
97,110.77,355.41
98,116.84,355.17
99,112.10,355.60
100,118.98,355.60
