session,latency_ms,bandwidth_kb
1,105.79,1044.77
2,99.88,1044.98
3,103.21,1044.26
4,102.64,1044.79
5,100.63,1045.39
6,101.72,1044.83
7,98.56,1044.08
8,103.16,1044.04
9,99.15,1043.61
10,106.90,1044.35
11,104.67,1045.99
12,108.03,1046.25
13,104.38,1045.10
14,102.19,1045.01
15,101.55,1045.46
16,103.77,1044.27
17,99.37,1043.53
18,107.04,1041.77
19,104.41,1045.27
20,104.92,1044.71
21,105.90,1045.45
22,103.23,1044.92
23,102.25,1044.29
24,103.49,1043.51
25,102.41,1044.37
26,102.59,1043.35
27,105.05,1042.95
28,104.44,1046.06
29,102.75,1044.76
30,104.12,1046.19
31,102.55,1043.56
32,103.53,1043.98
33,103.76,1043.62
34,102.90,1044.98
35,106.31,1044.46
36,100.76,1042.90
37,108.92,1045.16
38,103.59,1043.75
39,106.48,1045.20
40,106.32,1044.67
41,105.67,1045.46
42,103.26,1042.80
43,105.83,1045.76
44,104.96,1042.53
45,108.30,1044.42
46,103.25,1045.27
47,102.66,1043.22
48,107.38,1044.15
49,107.85,1044.88
50,106.17,1045.22
51,107.05,1046.51
52,106.22,1044.22
53,105.38,1044.49
54,104.36,1044.69
55,107.17,1045.15
56,111.18,1043.81
57,104.99,1044.26
58,108.22,1044.09
59,106.80,1045.21
60,109.33,1046.17
61,105.48,1043.41
62,106.11,1044.74
63,106.79,1043.50
64,108.25,1045.04
65,110.09,1045.00
66,115.32,1043.37
67,114.59,1044.50
68,107.05,1045.58
69,107.08,1045.59
70,109.02,1044.26
71,103.71,1044.94
72,103.84,1042.37
73,108.42,1046.06
74,109.28,1045.69
75,111.16,1047.42
76,110.65,1043.33
77,110.70,1045.01
78,105.86,1043.67
79,108.68,1043.53
80,108.38,1043.04
81,112.46,1047.25
82,109.26,1043.13
83,107.93,1044.09
84,110.62,1047.09
85,107.82,1045.29
86,105.84,1046.10
87,106.25,1043.81
88,110.04,1045.87
89,106.56,1043.97
90,109.88,1045.69
91,110.17,1045.38
92,106.44,1044.15
93,109.87,1044.08
94,107.92,1044.28
95,107.68,1044.87
96,106.28,1044.47
97,107.04,1045.23
98,109.60,1046.10
99,109.09,1044.25
100,107.00,1044.72
