session,latency_ms,bandwidth_kb
1,107.76,444.26
2,107.42,445.30
3,103.78,444.30
4,104.76,443.12
5,104.83,444.15
6,106.52,443.41
7,101.94,444.48
8,106.89,445.63
9,106.27,443.85
10,104.50,444.58
11,107.31,443.97
12,105.59,444.73
13,106.03,443.91
14,107.87,444.13
15,104.89,444.36
16,105.54,445.21
17,104.55,445.49
18,112.96,442.49
19,106.13,441.99
20,120.78,444.71
21,111.17,444.94
22,111.24,443.92
23,109.05,444.07
24,104.72,441.34
25,112.86,440.63
26,108.01,444.87
27,109.57,444.49
28,107.54,441.97
29,109.25,443.84
30,112.63,444.94
31,109.16,445.47
32,111.06,447.12
33,112.76,444.77
34,125.46,446.00
35,116.76,446.94
36,129.27,445.23
37,114.32,443.62
38,111.82,443.91
39,114.53,444.23
40,111.42,441.77
41,108.99,444.34
42,109.19,442.66
43,116.89,445.11
44,109.03,443.37
45,110.74,442.88
46,116.10,446.17
47,111.94,445.27
48,111.94,444.38
49,114.52,441.72
50,109.71,445.22
51,109.88,444.19
52,111.87,445.45
53,107.33,443.29
54,118.02,443.36
55,130.89,446.79
56,109.78,442.67
57,109.51,441.74
58,110.31,442.86
59,109.88,442.93
60,106.68,442.55
61,113.87,445.35
62,114.66,445.62
63,108.92,444.23
64,108.30,442.91
65,116.87,443.63
66,109.33,444.61
67,114.33,443.53
68,116.37,445.87
69,111.45,443.75
70,110.26,444.83
71,108.63,441.76
72,109.67,440.56
73,110.60,443.96
74,108.54,442.54
75,109.76,443.35
76,113.61,441.30
77,113.39,444.54
78,106.80,443.85
79,119.33,444.70
80,112.00,444.01
81,108.56,443.61
82,109.75,444.26
83,112.45,446.78
84,112.54,446.32
85,116.63,444.75
86,113.06,442.32
87,114.62,445.65
88,113.72,444.84
89,109.74,443.99
90,112.75,443.06
91,110.66,445.30
92,114.28,445.76
93,111.22,444.82
94,108.71,444.27
95,113.82,444.39
96,112.66,446.26
97,110.08,442.41
98,113.09,445.34
99,109.40,443.31
100,111.12,445.28
