session,latency_ms,bandwidth_kb
1,107.38,453.24
2,107.63,452.04
3,104.24,451.02
4,101.38,451.10
5,107.69,450.79
6,108.94,450.44
7,104.61,452.02
8,99.67,449.01
9,103.74,451.02
10,100.94,449.95
11,104.43,450.11
12,102.24,449.20
13,105.76,452.80
14,110.59,449.10
15,109.49,449.40
16,104.58,451.58
17,107.05,452.91
18,121.33,450.47
19,109.26,451.76
20,106.03,447.79
21,108.43,450.28
22,113.37,451.97
23,126.95,453.89
24,112.63,449.90
25,116.69,451.42
26,106.05,448.69
27,115.57,451.31
28,109.82,453.09
29,108.30,450.26
30,109.65,451.67
31,114.20,452.60
32,108.39,451.77
33,109.67,451.03
34,106.82,451.40
35,118.70,450.93
36,122.28,449.20
37,107.18,450.80
38,111.32,452.07
39,111.31,451.02
40,111.82,451.19
41,107.64,451.15
42,113.23,452.33
43,108.38,453.31
44,107.39,450.59
45,106.94,447.71
46,117.53,448.32
47,111.33,452.19
48,106.17,448.86
49,108.56,448.69
50,106.88,449.24
51,110.90,450.83
52,108.67,450.58
53,109.35,451.17
54,114.50,450.59
55,109.06,452.92
56,109.79,452.38
57,110.14,449.92
58,109.34,451.13
59,107.11,451.45
60,110.96,449.74
61,110.57,451.12
62,109.69,450.79
63,110.01,451.04
64,108.73,450.44
65,110.43,450.07
66,107.28,449.93
67,112.20,451.37
68,108.44,451.19
69,107.93,451.73
70,108.04,450.78
71,111.66,451.02
72,112.52,449.79
73,111.67,450.15
74,113.65,450.70
75,112.90,450.12
76,107.32,449.85
77,109.73,452.22
78,108.47,451.11
79,116.33,452.63
80,116.25,450.84
81,114.51,448.68
82,110.33,453.35
83,108.78,449.58
84,109.05,450.83
85,113.10,452.16
86,111.02,450.44
87,109.34,450.29
88,112.88,451.95
89,108.45,449.08
90,111.33,448.14
91,107.81,447.45
92,108.56,448.54
93,110.31,451.31
94,108.88,449.42
95,109.15,449.68
96,108.44,449.57
97,113.64,450.33
98,114.26,452.83
99,113.24,451.77
100,118.44,452.25
