session,latency_ms,bandwidth_kb
1,9256.62,65351.53
2,9382.67,65333.83
3,9939.71,65345.18
4,10655.10,65328.36
5,9788.87,65344.82
6,10062.17,65310.18
7,10396.72,65360.53
8,10334.39,65361.06
9,10804.11,65375.44
10,10741.07,65352.16
11,10271.06,65347.44
12,10332.40,65327.97
13,10339.27,65357.69
14,10310.86,65344.07
15,11262.77,65380.26
16,10585.03,65365.42
17,10389.16,65335.27
18,10403.45,65349.52
19,10393.16,65334.79
20,10409.01,65355.40
21,11605.03,65350.27
22,10439.73,65344.98
23,10458.20,65354.86
24,11058.89,65331.54
25,10461.55,65342.33
26,11068.23,65366.96
27,10904.25,65336.76
28,10460.60,65352.74
29,10498.11,65357.90
30,10461.36,65374.19
31,10541.06,65339.21
32,11689.81,65363.85
33,10545.05,65337.27
34,10585.48,65327.57
35,10656.19,65357.77
36,10836.34,65348.46
37,11124.10,65349.79
38,11430.67,65352.41
39,11502.98,65356.44
40,10691.32,65318.94
41,10902.75,65346.58
42,10463.72,65342.72
43,12013.57,65369.34
44,11446.70,65334.41
45,10553.58,65317.97
46,10547.49,65341.21
47,10387.21,65358.08
48,11081.08,65368.27
49,11500.92,65376.00
50,10856.22,65359.27
51,10692.32,65368.87
52,10776.90,65361.96
53,10457.10,65359.33
54,11768.25,65355.99
55,10458.75,65341.93
56,10532.52,65346.70
57,10458.81,65370.43
58,10430.08,65359.29
59,10981.37,65358.34
60,11110.82,65365.50
61,10498.45,65338.85
62,10568.44,65335.51
63,10504.38,65352.00
64,11192.09,65351.84
65,10800.47,65329.07
66,10521.89,65365.10
67,10544.80,65353.07
68,10628.96,65367.25
69,10541.76,65379.85
70,10838.56,65371.55
71,11898.07,65372.85
72,10654.89,65365.71
73,10705.05,65342.04
74,11296.34,65382.90
75,10716.50,65365.61
76,11731.44,65382.36
77,11537.44,65367.50
78,10796.47,65357.44
79,11378.89,65360.13
80,10853.88,65363.55
81,11673.93,65387.55
82,11705.00,65387.25
83,10892.51,65344.56
84,12004.78,65379.00
85,10694.22,65367.52
86,11460.34,65366.95
87,11825.57,65366.77
88,11200.17,65378.84
89,10737.03,65367.77
90,11511.49,65358.23
91,10797.91,65331.32
92,11909.34,65371.56
93,10893.19,65331.66
94,10790.79,65351.73
95,11878.53,65353.17
96,10919.49,65367.93
97,11566.70,65367.40
98,11281.70,65365.09
99,10806.74,65376.02
100,10862.06,65361.06
