session,latency_ms,bandwidth_kb
1,9724.05,55052.60
2,9948.73,55061.08
3,10922.70,55053.34
4,10412.70,55074.31
5,10578.43,55063.10
6,12203.80,55078.51
7,11302.58,55053.91
8,11039.29,55041.88
9,11826.50,55070.19
10,11099.12,55052.13
11,11314.46,55056.29
12,12903.09,55093.24
13,11482.16,55075.86
14,11311.49,55071.55
15,11989.70,55061.60
16,11284.19,55071.06
17,12975.44,55078.17
18,11318.99,55067.97
19,11198.37,55075.64
20,12277.35,55071.58
21,11142.88,55084.63
22,12677.61,55066.36
23,12372.50,55062.98
24,11505.80,55050.84
25,11493.80,55058.62
26,11996.58,55089.64
27,12943.97,55078.83
28,11379.13,55056.47
29,12229.18,55056.76
30,11310.40,55067.29
31,12205.44,55067.69
32,12187.01,55086.70
33,11272.67,55084.11
34,12228.40,55061.35
35,11432.80,55078.59
36,11297.18,55091.92
37,13302.22,55086.41
38,11417.74,55071.23
39,11489.59,55065.59
40,12340.64,55079.76
41,11442.53,55087.51
42,13203.43,55072.55
43,11542.78,55065.64
44,11605.59,55068.16
45,12619.67,55059.60
46,13078.31,55075.52
47,11784.82,55057.45
48,12647.99,55044.15
49,11567.02,55072.28
50,11688.03,55064.05
51,12782.52,55072.92
52,13032.63,55085.86
53,12559.87,55064.13
54,11490.16,55060.82
55,11749.36,55071.62
56,13230.25,55078.85
57,12334.31,55084.22
58,11827.08,55077.85
59,12708.75,55055.90
60,11549.16,55070.45
61,13943.74,55076.94
62,12142.54,55080.96
63,11735.87,55072.21
64,12849.71,55081.99
65,11348.32,55069.82
66,12315.52,55095.14
67,12987.52,55085.13
68,11389.81,55070.80
69,12691.22,55069.99
70,11437.87,55068.48
71,12531.67,55086.55
72,13179.69,55090.18
73,11498.29,55088.54
74,11576.52,55073.95
75,12684.93,55076.67
76,12475.27,55094.76
77,12355.39,55080.44
78,12357.46,55075.43
79,11705.83,55073.31
80,13384.43,54966.50
81,12457.21,55086.74
82,12105.36,55074.01
83,12819.12,55070.32
84,11476.31,55078.73
85,11672.65,55074.57
86,13562.76,55078.12
87,11961.43,55080.21
88,12821.58,55067.29
89,11578.04,55076.34
90,11622.96,55071.77
91,13392.22,55091.87
92,11730.31,55080.49
93,11670.17,55068.79
94,12592.45,55080.72
95,11614.84,55086.33
96,13708.40,55092.17
97,12125.23,55073.11
98,11635.40,55088.71
99,12551.78,55088.62
100,11969.60,55081.01
