session,latency_ms,bandwidth_kb
1,9321.16,50689.34
2,9931.21,50705.60
3,9793.62,50690.41
4,10253.99,50689.72
5,10369.46,50696.24
6,11003.44,50711.62
7,10465.59,50714.05
8,11515.99,50728.54
9,10609.17,50699.79
10,10718.12,50688.78
11,10603.21,50705.58
12,10617.06,50696.89
13,11785.68,50728.58
14,11651.26,50723.69
15,10980.47,50703.10
16,10741.80,50697.01
17,10802.70,50712.34
18,10903.98,50704.63
19,11952.93,50729.96
20,10842.97,50722.44
21,10956.98,50690.37
22,10907.42,50704.54
23,11412.36,50727.53
24,11863.83,50738.72
25,11069.64,50687.93
26,11106.15,50726.24
27,11050.45,50713.67
28,11713.93,50743.98
29,12193.13,50728.51
30,11398.70,50690.37
31,11111.35,50686.06
32,11109.44,50713.77
33,11669.22,50718.26
34,11395.59,50714.98
35,11724.01,50719.47
36,11056.36,50696.06
37,11306.69,50729.22
38,11095.18,50706.45
39,11254.61,50695.46
40,12537.99,50726.11
41,11110.23,50704.34
42,11007.11,50724.76
43,11041.04,50728.93
44,11343.36,50730.16
45,12114.51,50739.06
46,11367.06,50708.62
47,11051.95,50721.29
48,11048.17,50720.00
49,11082.97,50724.43
50,11555.51,50707.57
51,11646.24,50740.70
52,11475.07,50728.33
53,10992.05,50721.17
54,11100.02,50694.05
55,11051.33,50700.14
56,12820.61,50746.67
57,11614.79,50708.19
58,11087.77,50701.06
59,11031.04,50705.16
60,11387.96,50723.87
61,12049.35,50740.34
62,10990.41,50714.92
63,11138.56,50706.76
64,11024.10,50708.37
65,10904.70,50718.99
66,12360.15,50725.29
67,11692.58,50696.53
68,11220.55,50660.83
69,11227.48,50678.66
70,11144.16,50679.76
71,11644.32,50717.17
72,11900.79,50707.12
73,11107.35,50674.61
74,11113.12,50701.13
75,11074.32,50711.90
76,11363.82,50683.43
77,12264.87,50734.17
78,10991.85,50718.08
79,11060.98,50704.90
80,11110.57,50707.39
81,10972.10,50716.73
82,11946.34,50749.78
83,11647.72,50714.08
84,11190.68,50676.86
85,11207.33,50692.75
86,11346.38,50704.24
87,11820.42,50723.67
88,11389.45,50711.58
89,11006.61,50712.80
90,11070.77,50698.54
91,11060.94,50706.76
92,11857.94,50737.00
93,11910.17,50731.30
94,11493.98,50715.61
95,11202.43,50709.42
96,11056.60,50704.37
97,11438.52,50712.49
98,12205.22,50746.90
99,10962.06,50715.68
100,11064.39,50728.71
