session,latency_ms,bandwidth_kb
1,9759.84,105205.23
2,9850.08,105287.92
3,10258.58,105083.86
4,11377.99,105294.75
5,11436.85,105268.37
6,10756.34,105274.15
7,10894.34,105276.74
8,10721.90,105193.39
9,10796.48,105223.90
10,12115.52,105290.31
11,10829.47,105245.30
12,10895.09,105289.34
13,10781.13,105287.44
14,10756.65,105195.16
15,11692.66,105157.27
16,11198.22,105277.71
17,10887.18,105282.57
18,10908.24,105185.15
19,10804.25,105242.27
20,11232.06,105257.48
21,12460.57,105291.08
22,11425.00,105241.41
23,10947.90,105293.08
24,10781.43,105291.31
25,10786.83,105249.85
26,11916.59,105308.73
27,10776.64,105248.69
28,10884.12,105316.80
29,11565.70,105290.57
30,12037.01,105292.58
31,11412.64,105256.29
32,10946.23,105179.63
33,10914.57,105247.86
34,11171.40,105257.85
35,11121.94,105273.80
36,11330.66,105242.82
37,11676.44,105182.66
38,10909.84,105230.48
39,10935.74,105231.10
40,10830.26,105294.92
41,10832.32,105264.68
42,12001.18,105248.26
43,10823.76,105222.55
44,10902.43,105286.05
45,10825.28,105235.10
46,10835.17,105274.26
47,11670.98,105294.27
48,11913.30,105241.82
49,10820.54,105279.23
50,10903.00,105295.33
51,10787.93,105276.89
52,10904.99,105230.58
53,12011.85,105254.94
54,10828.23,105280.56
55,10920.68,105284.16
56,11491.99,105247.55
57,10777.35,105217.75
58,11877.46,105302.93
59,10886.11,105300.49
60,10896.46,105271.57
61,10882.73,105296.68
62,10889.05,105162.56
63,11271.41,105263.75
64,11424.15,105265.59
65,10852.34,105224.71
66,10912.95,105192.31
67,10827.71,105242.48
68,10811.38,105114.60
69,11847.56,105262.57
70,11701.21,105287.75
71,10948.25,105295.20
72,11234.09,105278.89
73,11723.21,105299.45
74,11709.57,105281.95
75,11737.30,105299.79
76,10942.00,105194.52
77,10859.99,105298.08
78,10902.15,105189.97
79,11289.50,105242.84
80,11508.96,105288.81
81,11757.20,105275.66
82,11006.64,105256.71
83,12092.08,105274.90
84,11146.94,105263.73
85,10716.96,105245.96
86,10710.79,105245.57
87,10618.00,105238.55
88,11076.79,105212.63
89,10656.39,105236.20
90,11343.94,105266.22
91,10979.75,105273.62
92,10609.11,105282.92
93,10656.27,105283.70
94,10656.39,105193.85
95,10630.37,105244.97
96,11827.53,105269.86
97,11400.46,105247.24
98,10632.46,105247.28
99,10712.10,105257.27
100,10594.59,105250.87
