session,latency_ms,bandwidth_kb
1,9795.52,45695.79
2,9945.79,45872.54
3,10357.76,45742.92
4,10952.39,45852.17
5,10821.18,45865.29
6,10881.28,45760.33
7,10882.72,45829.66
8,11720.42,45836.32
9,11095.64,45871.66
10,11043.67,45874.63
11,11019.85,45825.83
12,11127.61,45902.72
13,11188.46,45812.67
14,11303.80,45713.77
15,11121.99,45839.60
16,11027.15,45711.89
17,11040.44,45885.02
18,10969.53,45792.05
19,11095.24,45893.54
20,10939.71,45908.89
21,11015.04,45835.47
22,10991.88,45869.01
23,10900.55,45906.27
24,11001.43,45906.49
25,11296.75,45827.08
26,10967.82,45842.47
27,11505.72,45792.45
28,10974.89,45908.35
29,11103.65,45881.12
30,11167.54,45704.63
31,11110.49,45825.78
32,11033.07,45868.67
33,10973.30,45866.79
34,10916.63,45836.96
35,11666.85,45870.57
36,11084.01,45854.02
37,11097.18,45871.03
38,11071.26,45858.06
39,11023.65,45685.15
40,11600.71,45875.10
41,11171.95,45815.62
42,11049.41,45719.45
43,11021.57,45895.57
44,11067.54,45863.66
45,11053.58,45753.65
46,11047.20,45944.90
47,11025.59,45786.29
48,10952.20,45878.16
49,11069.60,45621.02
50,11038.12,45819.23
51,11064.34,45897.10
52,11128.06,45929.38
53,10973.40,45909.74
54,11025.36,45887.82
55,10996.95,45810.12
56,11031.38,45904.94
57,11106.99,45895.79
58,11322.00,45853.19
59,10990.08,45924.83
60,11124.66,45854.12
61,11241.58,45926.32
62,11681.34,45782.94
63,11076.61,45870.49
64,10989.26,45863.96
65,11133.81,45794.04
66,11019.24,45909.61
67,11040.83,45885.14
68,11101.73,45832.08
69,11052.31,45712.23
70,10964.64,45799.37
71,11004.72,45909.40
72,10990.13,45896.92
73,11192.74,45808.74
74,11022.59,45845.24
75,11003.34,45862.47
76,11030.82,45892.26
77,11025.99,45836.59
78,11724.56,45683.27
79,11072.02,45839.65
80,11750.66,45890.03
81,11907.76,45933.42
82,11924.58,45844.02
83,11818.55,45834.81
84,11851.44,45757.13
85,11190.68,45859.66
86,11051.27,45880.54
87,11052.56,45891.18
88,11106.23,45870.40
89,11643.61,45836.65
90,11118.76,45884.34
91,11018.75,45775.96
92,11072.37,45582.23
93,11068.79,45837.05
94,11863.97,45787.36
95,11099.12,45808.57
96,11068.59,45827.38
97,11074.62,45838.44
98,11046.74,45860.14
99,11058.96,45779.42
100,11190.63,45810.02
