session,latency_ms,bandwidth_kb
1,9835.81,37058.54
2,10116.97,37057.42
3,11115.19,37068.25
4,11994.52,37068.62
5,12433.32,37082.86
6,11182.20,37067.16
7,11120.39,37052.24
8,11110.12,37052.95
9,10964.04,37073.63
10,11150.50,37066.80
11,11843.35,37080.66
12,11599.82,37057.69
13,11006.30,37056.47
14,11118.71,37063.80
15,11002.35,37064.64
16,11098.78,37063.61
17,12329.16,37069.63
18,11085.23,37047.20
19,11155.20,37046.59
20,10996.38,37067.70
21,11045.96,37045.30
22,12784.90,37065.82
23,11068.16,37036.87
24,11185.46,37057.80
25,11058.39,37049.55
26,11064.56,37051.46
27,11895.13,37059.52
28,11342.68,37064.36
29,11113.14,37051.88
30,11120.12,37071.36
31,11706.37,37061.99
32,11539.01,37055.05
33,11977.21,37061.46
34,11222.13,37059.41
35,11287.43,37058.41
36,11210.51,37089.82
37,11037.85,37063.44
38,12065.75,37058.27
39,11036.22,37057.62
40,11191.95,37052.85
41,10999.42,37048.83
42,11039.38,37042.69
43,11888.46,37075.94
44,11922.03,37072.11
45,11109.23,37064.24
46,10954.72,37067.39
47,11020.34,37052.74
48,11949.59,37074.72
49,11737.65,37056.62
50,11069.32,37041.49
51,11132.67,37050.26
52,11007.55,37051.12
53,11254.86,37064.16
54,12029.09,37066.35
55,11437.90,37046.56
56,11132.85,37047.67
57,11772.40,37078.80
58,11024.70,37059.01
59,11007.18,37058.01
60,10977.64,37072.62
61,11040.41,37073.33
62,11015.57,37070.03
63,10975.84,37076.88
64,11688.60,37075.31
65,11630.05,37065.60
66,11094.57,37043.01
67,11513.16,37049.92
68,11084.46,37046.91
69,11473.64,37053.26
70,12102.43,37068.97
71,12463.31,37073.24
72,12266.45,37063.47
73,12454.40,37059.54
74,14354.06,37032.65
75,13269.48,37048.99
76,11322.29,37034.08
77,11273.99,37028.20
78,11186.50,37030.73
79,11838.35,37062.12
80,11531.60,37030.22
81,11180.62,37043.84
82,11248.15,37044.89
83,11660.71,37055.81
84,11508.69,37042.48
85,12188.94,37076.93
86,11147.41,37043.13
87,11343.33,37046.24
88,11487.70,37044.63
89,11140.42,37040.23
90,12442.59,37063.69
91,11146.04,37020.55
92,11239.12,37058.15
93,11066.07,37058.59
94,11034.09,37065.75
95,12166.38,37072.03
96,11111.16,37057.64
97,11228.12,37057.13
98,11116.19,37053.51
99,11045.64,37065.70
100,11703.38,37078.49
