session,latency_ms,bandwidth_kb
1,9482.12,91221.81
2,9707.25,91295.38
3,9859.00,91286.42
4,9846.97,91288.99
5,11367.82,91314.69
6,11016.65,91308.65
7,10485.63,91273.87
8,10442.54,91294.79
9,10394.48,91277.20
10,10903.30,91278.36
11,11650.81,91318.26
12,10710.18,91295.14
13,11322.74,91325.12
14,10983.09,91299.37
15,10536.16,91274.02
16,11170.04,91306.10
17,11017.22,91294.65
18,10451.03,91298.47
19,10460.62,91303.51
20,10714.95,91303.78
21,10545.81,91320.29
22,11569.43,91318.72
23,10758.77,91289.92
24,10908.09,91281.92
25,11119.26,91295.45
26,10565.67,91298.33
27,11117.48,91298.08
28,11204.21,91315.24
29,10770.06,91283.16
30,10529.27,91294.17
31,10504.68,91306.71
32,10725.00,91301.13
33,12080.63,91319.62
34,11084.13,91303.34
35,10753.65,91284.07
36,10577.31,91274.96
37,10516.92,91280.51
38,11246.89,91308.04
39,11112.75,91324.32
40,10567.82,91278.58
41,10651.98,91310.01
42,10673.83,91286.83
43,10523.40,91280.54
44,11848.20,91334.25
45,10671.38,91267.22
46,10662.26,91285.63
47,10774.78,91287.16
48,10624.51,91304.10
49,11269.41,91286.81
50,11294.35,91309.99
51,10694.67,91292.45
52,11418.47,91320.46
53,11037.54,91281.88
54,10998.82,91259.84
55,11950.52,91323.60
56,10891.06,91288.24
57,10839.92,91305.38
58,10996.83,91314.10
59,10913.05,91301.44
60,12290.42,91326.14
61,11505.23,91291.34
62,11106.94,91282.94
63,11038.63,91299.11
64,11189.96,91270.22
65,12014.08,91309.25
66,11608.64,91288.05
67,11196.53,91284.30
68,11058.99,91294.79
69,11050.71,91292.01
70,11108.31,91296.07
71,11915.48,91341.47
72,11033.26,91286.50
73,11194.42,91318.18
74,10993.80,91313.81
75,12244.66,91319.45
76,11778.92,91286.48
77,11027.48,91281.01
78,11285.56,91271.01
79,11626.27,91306.58
80,10980.72,91284.09
81,11906.62,91307.10
82,11395.28,91294.55
83,10942.26,91293.49
84,11117.54,91296.29
85,11039.96,91305.33
86,12083.90,91316.59
87,11831.05,91306.10
88,10978.69,91292.98
89,11030.32,91315.88
90,11111.91,91309.81
91,11100.77,91326.41
92,12284.07,91340.01
93,11760.43,91315.98
94,10994.54,91306.06
95,11108.37,91311.08
96,11067.00,91285.11
97,11773.88,91326.11
98,11839.46,91324.99
99,11012.41,91313.53
100,11056.65,91282.84
