session,latency_ms,bandwidth_kb
1,9800.27,35669.51
2,10018.81,35684.84
3,9955.15,35682.28
4,10591.85,35681.48
5,11010.55,35684.13
6,10507.64,35684.87
7,10617.52,35673.77
8,10641.35,35683.98
9,10642.16,35699.25
10,11625.99,35683.57
11,11929.09,35684.43
12,10968.38,35645.27
13,11228.07,35646.94
14,11343.03,35683.44
15,11707.09,35673.19
16,11276.61,35676.94
17,11040.05,35687.68
18,11007.94,35678.93
19,10924.97,35684.79
20,10890.45,35701.13
21,11980.44,35697.58
22,10981.09,35681.05
23,11055.32,35697.81
24,10924.08,35708.42
25,11273.25,35717.15
26,12118.52,35695.12
27,11088.97,35678.62
28,10957.13,35693.35
29,10993.89,35686.46
30,10958.97,35689.34
31,11499.49,35700.32
32,12028.80,35700.96
33,10995.45,35701.20
34,10966.24,35712.36
35,10951.05,35696.17
36,11047.26,35704.56
37,11982.50,35716.30
38,11255.74,35691.84
39,11093.91,35707.29
40,11595.74,35714.06
41,11107.64,35689.47
42,12255.26,35694.13
43,11395.80,35681.14
44,11196.96,35692.46
45,11899.30,35696.26
46,11269.14,35676.21
47,12450.61,35677.61
48,11496.46,35680.44
49,11351.61,35683.83
50,11388.97,35702.46
51,11392.28,35681.92
52,12213.16,35718.17
53,12221.05,35718.55
54,11487.64,35694.71
55,11495.81,35715.12
56,11424.48,35713.05
57,12036.55,35723.47
58,12611.73,35711.26
59,11639.73,35707.54
60,11497.87,35709.94
61,11447.95,35705.26
62,11933.82,35705.38
63,12164.55,35714.93
64,11540.67,35697.36
65,11629.83,35708.48
66,13207.07,35707.45
67,11889.41,35692.48
68,11590.89,35673.79
69,11563.31,35687.06
70,11474.42,35705.39
71,11456.84,35704.87
72,11758.73,35698.90
73,13273.68,35712.92
74,11847.84,35703.23
75,11538.84,35690.65
76,11508.67,35694.53
77,11658.45,35702.16
78,12658.14,35713.39
79,11708.45,35692.01
80,11561.33,35685.96
81,13129.17,35719.52
82,11801.33,35705.10
83,13114.99,35718.38
84,11710.87,35686.88
85,11506.36,35667.42
86,11335.17,35690.84
87,11647.31,35685.02
88,12518.49,35695.25
89,11739.43,35696.61
90,11354.79,35702.04
91,11997.24,35697.41
92,11504.71,35700.03
93,12543.89,35705.98
94,11395.15,35691.01
95,11351.62,35710.76
96,11862.70,35704.54
97,11321.54,35697.67
98,12690.02,35710.79
99,11925.58,35710.74
100,11598.94,35706.74
