session,latency_ms,bandwidth_kb
1,20442.26,156070.80
2,20361.93,156042.54
3,23123.89,156097.53
4,22787.14,156065.87
5,22983.61,156119.25
6,23294.79,156199.25
7,23458.03,156192.08
8,22996.63,156266.14
9,23709.12,156139.85
10,24141.92,156150.44
11,23557.94,156264.67
12,23768.75,156170.83
13,24864.59,156235.46
14,24086.24,156238.94
15,22805.55,156215.42
16,24929.56,156264.11
17,24140.84,156185.60
18,24425.41,156315.45
19,22796.44,156186.59
20,23898.09,156197.51
21,24735.23,156302.00
22,22685.97,156231.96
23,24975.67,156203.06
24,24136.82,156267.18
25,23890.78,156185.13
26,23343.43,156202.03
27,24307.28,156243.97
28,25355.41,156257.37
29,23220.35,156248.55
30,24513.40,156269.73
31,25180.25,156266.42
32,24592.53,156277.42
33,23959.52,156275.43
34,24455.51,156236.39
35,24878.82,156277.72
36,25154.97,156233.60
37,23691.04,156269.24
38,25625.08,156269.26
39,24520.91,156325.69
40,24352.12,156350.76
41,24719.56,156259.39
42,24567.80,156226.61
43,25583.71,156291.69
44,24563.88,156297.07
45,24008.82,156224.54
46,24702.12,156282.97
47,24896.07,156265.10
48,25435.60,156204.39
49,23471.88,156232.05
50,25289.15,156341.02
51,24801.59,156282.94
52,23464.67,156213.63
53,25426.53,156278.74
54,24591.85,156300.26
55,25130.14,156216.01
56,23435.75,156280.95
57,24716.89,156286.73
58,25238.88,156274.58
59,24486.65,156233.80
60,24769.27,156315.45
61,24491.77,156303.07
62,25200.57,156284.82
63,24900.19,156313.33
64,23304.17,156288.05
65,25764.04,156225.64
66,24611.57,156285.04
67,25526.62,156278.27
68,23238.37,156327.09
69,24423.71,156231.49
70,25056.65,156250.71
71,23160.32,156295.81
72,25511.00,156305.20
73,24450.73,156225.71
74,24447.09,156294.60
75,23759.08,156212.50
76,24404.17,156189.59
77,25099.05,156236.76
78,24805.86,156298.77
79,24342.91,156291.70
80,24452.88,156214.32
81,24474.99,156237.84
82,25155.52,156237.26
83,23157.05,156228.54
84,25456.48,156268.11
85,24611.53,156224.84
86,24518.89,156222.65
87,24320.90,156261.30
88,24422.22,156262.11
89,25033.33,156255.97
90,24009.98,156254.84
91,24109.69,156192.24
92,25049.67,156149.03
93,24540.82,156333.33
94,24569.49,156310.80
95,24210.25,156280.74
96,24039.88,156224.72
97,25637.53,156357.86
98,23786.81,156173.75
99,25322.18,156294.95
100,24059.37,156243.79
