session,latency_ms,bandwidth_kb
1,21998.08,117480.09
2,23964.16,117636.94
3,25307.30,117596.68
4,24689.16,117650.37
5,24161.66,117639.49
6,24612.16,117628.50
7,24583.90,117708.37
8,25682.39,117640.18
9,23654.50,117617.88
10,25882.74,117627.26
11,24548.90,117704.46
12,24576.81,117637.23
13,24538.47,117681.79
14,24689.03,117607.36
15,25377.57,117617.24
16,24721.08,117665.21
17,23787.91,117629.41
18,24839.21,117539.55
19,24734.01,117687.11
20,25683.75,117652.65
21,23670.62,117628.11
22,25367.80,117709.94
23,24659.83,117677.28
24,24622.73,117648.48
25,24326.91,117646.79
26,25051.45,117707.20
27,25974.69,117725.53
28,24738.91,117647.72
29,23499.72,117493.09
30,25364.66,117627.21
31,24627.71,117716.56
32,25682.31,117612.06
33,23613.48,117651.28
34,25386.54,117650.03
35,24924.14,117694.34
36,24629.06,117607.87
37,24483.44,117612.51
38,25169.63,117646.11
39,25243.28,117678.77
40,24648.43,117596.57
41,23555.09,117562.79
42,25211.99,117666.75
43,24620.04,117643.78
44,24854.33,117673.82
45,24661.81,117633.02
46,24665.09,117681.38
47,25241.00,117660.38
48,23609.68,117647.92
49,25350.00,117711.50
50,25180.97,117749.82
51,25331.11,117695.58
52,23675.12,117685.96
53,24477.85,117610.97
54,25528.25,117644.02
55,24659.06,117647.26
56,24786.79,117603.56
57,24694.68,117678.05
58,24809.43,117575.81
59,25557.25,117670.69
60,23630.30,117644.36
61,25314.64,117701.74
62,25109.01,117646.19
63,24881.43,117689.03
64,23816.88,117658.29
65,24650.69,117630.13
66,25652.35,117702.80
67,24629.17,117639.39
68,24733.45,117693.08
69,24674.09,117625.14
70,24683.82,117610.02
71,25303.47,117619.52
72,23490.37,117596.40
73,25178.63,117682.62
74,24707.21,117740.60
75,24952.82,117647.39
76,24359.59,117692.76
77,24673.43,117574.63
78,25331.56,117690.06
79,23447.87,117698.40
80,25440.99,117604.94
81,24889.04,117570.26
82,24642.56,117547.61
83,24142.00,117613.39
84,24654.93,117622.84
85,25177.77,117658.59
86,24834.09,117665.19
87,24650.69,117651.26
88,24701.13,117606.37
89,24659.91,117705.99
90,25432.43,117628.32
91,23608.45,117625.33
92,24699.64,117667.35
93,25998.39,117663.53
94,24672.98,117538.62
95,24373.13,117616.66
96,24692.28,117640.69
97,25020.07,117671.19
98,25239.00,117682.72
99,23987.37,117700.67
100,25433.45,117658.61
