session,latency_ms,bandwidth_kb
1,11041.32,41383.19
2,10628.33,41390.03
3,11406.41,41382.93
4,11102.65,41373.51
5,12111.52,41388.67
6,12742.73,41380.09
7,11498.21,41366.82
8,11616.14,41393.71
9,11631.71,41389.75
10,12543.21,41383.77
11,11661.68,41390.74
12,11653.78,41389.92
13,11805.25,41397.12
14,11799.72,41395.75
15,12743.65,41401.67
16,11831.56,41393.91
17,11580.53,41392.92
18,11655.52,41376.32
19,11593.76,41386.82
20,12568.49,41410.23
21,12220.57,41404.03
22,12069.56,41404.87
23,11591.71,41392.79
24,11807.58,41408.31
25,12580.56,41403.59
26,11767.90,41397.81
27,11804.45,41388.32
28,12509.98,41403.32
29,11904.91,41393.13
30,12680.51,41426.74
31,12046.68,41394.91
32,11927.90,41395.54
33,12120.16,41391.13
34,11941.03,41401.81
35,12939.56,41409.17
36,12186.07,41418.67
37,12189.48,41401.29
38,12028.64,41418.64
39,12010.79,41422.10
40,13931.02,41403.03
41,12326.54,41404.89
42,12214.38,41400.63
43,11996.75,41435.36
44,12344.17,41407.86
45,12640.05,41418.61
46,12053.09,41386.79
47,12235.80,41410.20
48,11997.84,41413.56
49,12483.00,41406.28
50,12567.21,41412.59
51,11980.84,41430.32
52,12353.65,41412.96
53,12526.32,41411.93
54,12741.47,41427.42
55,12424.29,41422.63
56,12010.05,41411.00
57,12714.29,41412.53
58,12003.34,41421.63
59,13180.62,41422.01
60,12263.21,41414.67
61,12026.53,41409.39
62,12051.75,41407.89
63,11961.92,41417.70
64,12889.35,41439.71
65,12238.85,41416.73
66,12009.18,41432.33
67,11958.06,41430.65
68,11995.42,41404.28
69,13215.08,41432.47
70,12166.57,41421.52
71,12163.24,41430.44
72,11963.88,41436.26
73,12067.22,41423.12
74,13329.15,41420.26
75,12486.42,41415.16
76,12046.33,41404.66
77,12083.79,41412.05
78,12438.92,41428.50
79,13236.01,41427.19
80,12164.43,41398.50
81,12171.30,41436.15
82,12034.06,41430.42
83,12738.74,41423.50
84,13016.05,41425.55
85,12024.43,41403.53
86,11990.12,41425.92
87,12323.67,41429.66
88,12682.91,41416.48
89,12916.98,41430.50
90,12182.59,41416.17
91,12129.79,41407.85
92,11987.16,41408.61
93,14098.00,41446.35
94,12036.91,41410.71
95,12437.36,41404.01
96,11842.89,41403.33
97,11866.69,41413.65
98,13148.10,41415.29
99,12469.93,41429.19
100,11971.89,41391.21
