session,latency_ms,bandwidth_kb
1,9854.01,51624.84
2,9840.78,51624.83
3,9958.39,51632.85
4,10197.97,51622.98
5,10361.43,51618.88
6,10516.20,51632.01
7,10668.37,51638.79
8,10744.35,51638.03
9,10757.00,51621.18
10,10990.75,51634.09
11,10836.83,51631.72
12,10932.60,51634.78
13,11026.13,51622.68
14,11037.50,51614.07
15,10910.85,51650.29
16,10940.60,51639.59
17,11024.66,51629.66
18,11813.54,51632.19
19,11140.52,51620.80
20,11042.75,51635.51
21,11113.25,51619.73
22,11066.68,51630.98
23,11115.95,51636.21
24,11177.13,51645.69
25,11125.94,51627.97
26,11111.85,51625.30
27,11109.31,51628.08
28,11117.32,51633.94
29,11184.02,51637.64
30,11130.77,51640.21
31,11083.02,51654.20
32,11090.16,51641.16
33,11240.39,51651.73
34,11466.67,51645.00
35,11296.24,51622.88
36,11157.61,51636.29
37,11145.65,51637.70
38,11116.19,51637.92
39,11141.00,51643.09
40,11405.12,51635.10
41,11638.01,51670.13
42,11129.72,51637.46
43,11116.22,51646.28
44,11245.40,51651.29
45,11796.62,51643.29
46,11193.13,51648.11
47,11215.20,51623.11
48,11371.61,51615.69
49,11345.73,51621.64
50,11565.83,51634.84
51,11221.08,51622.97
52,11257.85,51634.47
53,11208.62,51646.16
54,11167.92,51649.04
55,11266.50,51620.17
56,11224.00,51620.59
57,11175.54,51630.16
58,11264.07,51633.39
59,11154.79,51653.93
60,11236.59,51660.63
61,11422.25,51633.61
62,11445.55,51656.20
63,11755.10,51644.31
64,11391.14,51632.76
65,11473.38,51632.68
66,11483.14,51659.60
67,11451.61,51638.66
68,11402.73,51641.25
69,11406.63,51645.39
70,11338.11,51665.31
71,12164.42,51655.59
72,11548.91,51645.60
73,11438.95,51635.65
74,11457.06,51639.39
75,11400.63,51643.89
76,11463.36,51655.56
77,11501.00,51642.08
78,11369.77,51641.59
79,11343.60,51663.94
80,11367.20,51641.27
81,11416.62,51647.79
82,11447.47,51653.25
83,11381.51,51636.16
84,11354.53,51637.04
85,11370.34,51648.06
86,11620.02,51626.99
87,11461.58,51644.10
88,11394.66,51641.76
89,11389.94,51637.46
90,11357.32,51642.39
91,11307.28,51662.18
92,11571.20,51645.58
93,11407.09,51638.74
94,11319.99,51663.28
95,11394.93,51645.46
96,11489.60,51652.71
97,11817.22,51661.41
98,11731.46,51644.79
99,11417.18,51635.59
100,11393.71,51657.48
