timestamp,latency_ms,bandwidth_kb,cpu_pct,ram_pct
1745516495,23.87,10.38,63.00,0.160
1745516495,20.11,10.66,68.00,0.160
1745516495,19.40,10.66,72.00,0.160
1745516496,19.59,10.66,72.00,0.163
1745516496,19.65,10.66,72.00,0.163
1745516496,19.43,10.38,72.00,0.160
1745516496,19.38,10.66,66.00,0.163
1745516496,19.51,10.66,72.00,0.161
1745516496,19.49,10.38,72.00,0.159
1745516496,19.35,10.66,72.00,0.162
1745516496,19.65,10.66,66.00,0.162
1745516496,19.43,10.66,72.00,0.161
1745516496,20.22,10.66,68.00,0.162
1745516496,19.13,10.66,66.00,0.162
1745516496,19.12,10.60,72.00,0.162
1745516496,19.29,10.66,72.00,0.161
1745516496,19.35,10.66,72.00,0.160
1745516496,19.19,10.38,66.00,0.161
1745516496,19.76,10.66,72.00,0.162
1745516496,19.49,10.66,72.00,0.162
1745516496,19.32,10.38,66.00,0.163
1745516496,19.46,10.38,72.00,0.160
1745516496,19.65,10.38,72.00,0.160
1745516496,19.33,10.60,66.00,0.161
1745516496,19.34,10.38,72.00,0.162
1745516496,19.27,10.47,72.00,0.161
1745516496,19.39,10.66,66.00,0.160
1745516496,19.09,10.47,72.00,0.163
1745516496,19.42,10.66,72.00,0.163
1745516496,19.91,10.66,68.00,0.161
1745516496,19.47,10.38,72.00,0.161
1745516496,19.37,10.66,72.00,0.160
1745516496,19.31,10.38,72.00,0.163
1745516496,19.43,10.66,66.00,0.162
1745516496,19.12,10.60,66.00,0.160
1745516496,19.36,10.40,72.00,0.163
1745516496,19.55,10.38,72.00,0.160
1745516496,19.24,10.66,72.00,0.162
1745516496,19.54,10.66,72.00,0.162
1745516496,19.45,10.66,72.00,0.160
1745516496,19.48,10.38,72.00,0.163
1745516496,19.21,10.60,72.00,0.161
1745516496,19.11,10.60,66.00,0.160
1745516496,20.45,10.66,73.00,0.162
1745516496,19.88,10.38,72.00,0.162
1745516496,19.29,10.66,72.00,0.160
1745516496,19.26,10.38,72.00,0.160
1745516496,19.30,10.38,72.00,0.162
1745516496,19.31,10.66,72.00,0.163
1745516496,19.46,10.66,72.00,0.161
1745516496,19.14,10.38,66.00,0.161
1745516496,19.78,10.66,72.00,0.162
1745516496,19.33,10.38,72.00,0.160
1745516496,19.16,10.66,66.00,0.160
1745516497,19.06,10.66,72.00,0.162
1745516497,19.40,10.66,66.00,0.160
1745516497,19.32,10.66,72.00,0.162
1745516497,19.72,10.66,72.00,0.160
1745516497,19.72,10.66,72.00,0.160
1745516497,19.07,10.66,72.00,0.160
1745516497,19.27,10.66,66.00,0.163
1745516497,19.43,10.66,72.00,0.160
1745516497,19.35,10.66,66.00,0.160
1745516497,19.52,10.38,72.00,0.162
1745516497,19.31,10.66,72.00,0.162
1745516497,19.36,10.66,72.00,0.162
1745516497,19.53,10.66,72.00,0.162
1745516497,19.52,10.38,72.00,0.160
1745516497,19.25,10.66,66.00,0.162
1745516497,19.35,10.60,72.00,0.162
1745516497,19.32,10.66,72.00,0.163
1745516497,19.35,10.60,72.00,0.160
1745516497,19.18,10.47,72.00,0.162
1745516497,20.13,10.38,68.00,0.163
1745516497,19.46,10.38,72.00,0.162
1745516497,19.26,10.66,72.00,0.162
1745516497,19.29,10.66,72.00,0.163
1745516497,19.23,10.66,72.00,0.160
1745516497,19.13,10.60,66.00,0.160
1745516497,19.22,10.66,72.00,0.160
1745516497,19.37,10.60,72.00,0.163
1745516497,19.71,10.38,72.00,0.160
1745516497,19.45,10.66,72.00,0.163
1745516497,19.24,10.38,72.00,0.160
1745516497,19.45,10.66,72.00,0.160
1745516497,19.41,10.38,72.00,0.160
1745516497,19.56,10.66,72.00,0.160
1745516497,19.44,10.66,66.00,0.160
1745516497,20.00,10.66,68.00,0.162
1745516497,19.70,10.38,72.00,0.160
1745516497,19.50,10.60,72.00,0.161
1745516497,19.49,10.38,72.00,0.160
1745516497,19.37,10.66,72.00,0.160
1745516497,19.47,10.66,72.00,0.163
1745516497,19.83,10.66,72.00,0.160
1745516497,19.88,10.66,72.00,0.162
1745516497,19.84,10.66,66.00,0.162
1745516497,19.47,10.38,72.00,0.161
1745516497,19.40,10.66,72.00,0.162
1745516497,19.44,10.66,72.00,0.163
