session,latency_ms,bandwidth_kb
1,964.74,6515.75
2,998.10,6533.45
3,954.77,6532.23
4,942.69,6527.61
5,953.53,6525.05
6,955.12,6529.79
7,977.96,6529.32
8,967.60,6532.62
9,1003.64,6526.44
10,973.72,6530.24
11,991.12,6532.46
12,972.90,6533.07
13,955.10,6534.94
14,967.56,6528.39
15,994.12,6533.83
16,1007.64,6535.33
17,972.13,6531.98
18,967.70,6533.14
19,1016.28,6532.99
20,987.71,6528.82
21,1007.41,6533.74
22,980.40,6531.91
23,1010.03,6533.70
24,995.69,6533.10
25,979.58,6532.16
26,1012.01,6529.59
27,1005.31,6533.68
28,998.93,6533.01
29,997.08,6527.38
30,986.75,6530.69
31,1004.71,6530.55
32,988.99,6530.55
33,1003.95,6530.26
34,993.43,6532.23
35,1015.21,6527.26
36,998.79,6531.27
37,997.16,6533.40
38,994.55,6534.06
39,1011.02,6530.00
40,1003.81,6530.57
41,1010.18,6529.63
42,996.63,6534.17
43,1010.67,6534.03
44,994.90,6535.09
45,1014.25,6533.28
46,1007.27,6531.28
47,1025.21,6530.12
48,1017.41,6530.64
49,1008.16,6534.83
50,1026.57,6529.34
51,1025.94,6534.77
52,1008.69,6536.26
53,1025.16,6529.53
54,1030.30,6526.09
55,1016.98,6533.71
56,1015.71,6532.71
57,1024.92,6530.88
58,1030.87,6528.89
59,1032.66,6528.10
60,1021.78,6534.81
61,1021.47,6532.75
62,1029.50,6531.24
63,1032.48,6534.01
64,1034.43,6528.08
65,1028.41,6534.13
66,1042.16,6529.46
67,1022.93,6537.37
68,1044.97,6528.88
69,1034.70,6531.54
70,1040.92,6527.65
71,1024.90,6536.59
72,1032.22,6532.28
73,1029.86,6531.29
74,1044.02,6530.45
75,1081.64,6534.01
76,1039.63,6530.20
77,1047.67,6528.58
78,1044.83,6529.77
79,1034.83,6532.38
80,1043.02,6530.93
81,1079.91,6529.90
82,1058.63,6530.29
83,1041.72,6531.39
84,1038.50,6533.49
85,1039.03,6534.83
86,1034.68,6537.16
87,1039.43,6531.84
88,1044.77,6532.95
89,1047.33,6529.76
90,1056.98,6530.42
91,1055.99,6527.75
92,1052.14,6530.83
93,1039.71,6535.19
94,1062.05,6527.43
95,1040.47,6532.54
96,1053.34,6529.05
97,1050.17,6532.30
98,1051.64,6530.19
99,1042.33,6536.47
100,1044.06,6533.35
