session,latency_ms,bandwidth_kb
1,1965.47,15599.56
2,2072.13,15583.61
3,2033.63,15581.37
4,2118.82,15578.80
5,2133.58,15594.54
6,2121.00,15602.05
7,2106.88,15579.11
8,2145.54,15602.80
9,2125.54,15594.04
10,2121.02,15587.00
11,2158.09,15595.06
12,2224.36,15599.38
13,2150.80,15593.52
14,2135.34,15582.48
15,2173.23,15583.95
16,2144.43,15591.03
17,2162.66,15599.59
18,2168.72,15584.19
19,2181.91,15596.60
20,2180.75,15600.46
21,2197.69,15597.05
22,2188.62,15596.85
23,2197.86,15605.89
24,2203.06,15601.47
25,2198.68,15600.62
26,2260.63,15596.27
27,2222.87,15590.34
28,2251.21,15593.35
29,2262.02,15591.85
30,2283.04,15587.48
31,2239.44,15597.22
32,2297.99,15590.42
33,2251.16,15596.57
34,2250.14,15605.84
35,2254.88,15590.21
36,2260.26,15603.22
37,2264.65,15594.56
38,2331.28,15599.43
39,2436.28,15602.14
40,2486.67,15604.14
41,2433.41,15593.24
42,2429.61,15604.97
43,2446.50,15588.85
44,2364.19,15602.15
45,2296.26,15614.56
46,2282.33,15599.76
47,2323.12,15602.20
48,2283.18,15589.26
49,2297.12,15612.16
50,2287.01,15603.85
51,2284.32,15592.51
52,2286.86,15610.40
53,2284.79,15592.34
54,2289.81,15596.36
55,2282.70,15597.84
56,2298.07,15593.90
57,2280.65,15607.86
58,2345.33,15603.27
59,2295.03,15598.83
60,2295.17,15611.47
61,2308.67,15594.33
62,2296.25,15603.57
63,2301.71,15589.43
64,2346.53,15605.05
65,2305.42,15606.57
66,2299.55,15604.01
67,2297.85,15590.42
68,2309.59,15593.43
69,2302.01,15593.23
70,2302.13,15602.98
71,2311.29,15603.37
72,2301.99,15590.15
73,2303.33,15595.89
74,2313.21,15606.97
75,2306.33,15603.91
76,2301.40,15594.36
77,2302.46,15592.89
78,2429.66,15615.93
79,2504.66,15602.97
80,2336.28,15608.26
81,2308.39,15604.14
82,2310.06,15598.91
83,2398.93,15609.66
84,2348.61,15613.71
85,2307.59,15605.73
86,2304.00,15600.69
87,2317.02,15600.39
88,2308.08,15586.03
89,2313.96,15580.88
90,2316.92,15596.32
91,2335.03,15601.14
92,2305.18,15606.35
93,2318.61,15603.63
94,2312.01,15598.86
95,2319.92,15603.10
96,2310.38,15595.13
97,2318.20,15602.79
98,2317.69,15591.89
99,2405.17,15593.33
100,2316.62,15605.05
