session,latency_ms,bandwidth_kb
1,1993.68,9643.51
2,2157.64,9641.24
3,2139.80,9669.38
4,2144.56,9656.40
5,2192.58,9654.99
6,2181.18,9657.60
7,2186.72,9657.11
8,2194.83,9665.03
9,2197.45,9662.13
10,2210.64,9662.42
11,2239.62,9661.85
12,2315.83,9656.80
13,2228.71,9666.67
14,2236.98,9667.53
15,2271.45,9644.19
16,2332.17,9664.56
17,2252.33,9667.39
18,2252.81,9663.62
19,2250.01,9652.92
20,2261.28,9663.24
21,2259.04,9669.73
22,2264.44,9662.58
23,2414.03,9675.15
24,2281.71,9662.81
25,2271.38,9648.06
26,2321.59,9653.46
27,2292.07,9674.84
28,2284.41,9668.08
29,2288.51,9665.25
30,2285.57,9665.52
31,2284.67,9670.02
32,2282.70,9650.38
33,2288.83,9665.13
34,2292.48,9659.48
35,2295.36,9673.24
36,2300.21,9674.15
37,2296.15,9671.54
38,2306.73,9663.22
39,2294.12,9663.02
40,2297.19,9665.13
41,2303.47,9678.55
42,2293.70,9676.09
43,2310.98,9663.33
44,2297.73,9660.63
45,2296.45,9665.69
46,2308.82,9666.87
47,2302.48,9662.18
48,2308.29,9664.94
49,2302.69,9664.53
50,2317.33,9677.81
51,2309.66,9679.50
52,2347.54,9657.07
53,2309.04,9658.22
54,2306.07,9669.09
55,2475.59,9661.05
56,2303.43,9656.63
57,2306.13,9658.06
58,2309.67,9672.33
59,2335.23,9673.34
60,2311.78,9657.86
61,2312.51,9659.73
62,2308.92,9679.02
63,2306.75,9661.01
64,2308.28,9656.56
65,2306.09,9663.07
66,2305.35,9667.20
67,2321.95,9670.49
68,2300.64,9658.93
69,2306.72,9667.27
70,2307.45,9661.48
71,2312.82,9673.22
72,2316.01,9655.12
73,2321.16,9660.87
74,2332.85,9654.95
75,2317.34,9656.76
76,2324.54,9667.91
77,2316.88,9662.88
78,2351.18,9669.45
79,2327.17,9663.88
80,2560.63,9669.23
81,2672.02,9663.78
82,2537.99,9665.50
83,2702.69,9664.19
84,2850.79,9690.22
85,2596.80,9675.63
86,2395.40,9671.72
87,2341.15,9657.75
88,2502.89,9647.79
89,2545.94,9667.35
90,2367.92,9660.99
91,2324.41,9658.67
92,2404.14,9666.68
93,2395.25,9661.43
94,2313.81,9662.24
95,2320.96,9669.11
96,2318.79,9667.77
97,2315.11,9660.94
98,2320.82,9668.45
99,2320.45,9668.99
100,2320.62,9655.36
