session,latency_ms,bandwidth_kb
1,1046.99,5159.73
2,989.44,5157.96
3,967.25,5163.28
4,1076.53,5161.05
5,1009.89,5158.71
6,1005.64,5157.92
7,1001.81,5162.16
8,1010.22,5157.34
9,1001.71,5163.71
10,1001.44,5163.01
11,1008.60,5158.75
12,1022.14,5156.78
13,1010.99,5161.19
14,1022.15,5159.43
15,1025.08,5161.44
16,1123.68,5164.25
17,1017.50,5162.13
18,1024.73,5160.56
19,1069.25,5165.28
20,1080.82,5164.64
21,1036.27,5161.47
22,1045.23,5161.05
23,1037.77,5160.09
24,1091.60,5161.16
25,1138.29,5163.05
26,1045.10,5164.20
27,1049.00,5159.89
28,1034.63,5166.06
29,1056.15,5160.01
30,1043.40,5161.42
31,1059.88,5159.31
32,1135.28,5159.88
33,1072.90,5163.27
34,1104.35,5159.70
35,1066.15,5159.64
36,1058.22,5159.29
37,1066.65,5160.63
38,1071.19,5160.82
39,1049.36,5163.60
40,1074.11,5163.22
41,1088.31,5158.27
42,1103.71,5162.08
43,1063.92,5162.24
44,1062.51,5162.72
45,1057.79,5163.65
46,1062.46,5160.59
47,1066.06,5159.59
48,1063.88,5157.96
49,1108.06,5165.12
50,1084.85,5162.07
51,1065.99,5161.97
52,1073.08,5160.04
53,1074.84,5159.67
54,1067.10,5163.02
55,1062.74,5162.62
56,1086.19,5160.40
57,1067.10,5162.07
58,1078.38,5161.48
59,1081.47,5160.12
60,1068.04,5164.61
61,1068.79,5163.76
62,1070.26,5161.14
63,1088.56,5161.17
64,1132.92,5163.97
65,1082.70,5162.33
66,1078.92,5160.42
67,1081.70,5160.08
68,1078.32,5161.78
69,1101.34,5155.74
70,1068.13,5163.29
71,1132.26,5162.00
72,1111.35,5161.68
73,1079.75,5160.04
74,1077.77,5165.80
75,1073.96,5165.25
76,1119.83,5162.77
77,1085.26,5161.21
78,1095.72,5161.74
79,1154.74,5160.47
80,1109.94,5162.87
81,1078.88,5162.48
82,1081.55,5163.85
83,1084.88,5164.83
84,1086.19,5161.11
85,1103.53,5156.82
86,1095.32,5161.29
87,1097.41,5161.97
88,1089.70,5158.94
89,1096.80,5157.96
90,1087.06,5160.73
91,1083.85,5164.86
92,1082.57,5164.45
93,1128.85,5165.97
94,1206.37,5167.14
95,1178.81,5162.42
96,1171.07,5160.54
97,1228.38,5162.00
98,1093.90,5161.50
99,1103.72,5157.50
100,1101.19,5159.32
