session,latency_ms,bandwidth_kb
1,2124.87,10260.75
2,2228.56,10235.05
3,2258.80,10247.29
4,2308.40,10243.64
5,2264.88,10228.25
6,2391.73,10254.76
7,2289.01,10241.36
8,2293.46,10232.11
9,2299.82,10222.81
10,2310.58,10254.91
11,2305.40,10239.70
12,2311.31,10243.27
13,2315.27,10240.72
14,2321.32,10238.28
15,2320.30,10225.93
16,2327.60,10236.47
17,2444.35,10248.02
18,2337.74,10242.04
19,2499.45,10246.12
20,2542.50,10237.12
21,2385.04,10245.40
22,2347.88,10241.59
23,2342.34,10240.70
24,2479.89,10248.40
25,2373.52,10223.88
26,2373.94,10242.88
27,2356.39,10253.32
28,2364.00,10250.92
29,2386.02,10247.84
30,2412.07,10224.74
31,2369.75,10232.30
32,2371.57,10245.10
33,2369.35,10246.21
34,2361.36,10227.22
35,2362.96,10234.50
36,2360.73,10247.97
37,2372.07,10248.48
38,2370.21,10252.50
39,2372.40,10253.32
40,2364.97,10233.32
41,2371.64,10249.97
42,2361.80,10234.79
43,2369.83,10242.88
44,2370.03,10233.70
45,2365.66,10239.59
46,2362.32,10235.33
47,2372.08,10236.14
48,2368.87,10240.43
49,2377.23,10249.17
50,2372.87,10259.51
51,2363.36,10254.78
52,2376.58,10226.01
53,2429.18,10254.42
54,2629.81,10253.32
55,2791.73,10245.74
56,2381.81,10244.75
57,2375.16,10235.75
58,2365.95,10229.84
59,2368.29,10233.51
60,2373.12,10234.88
61,2396.44,10238.75
62,2369.73,10251.61
63,2366.67,10247.93
64,2375.00,10239.64
65,2473.57,10244.43
66,2412.66,10232.26
67,2377.80,10229.28
68,2371.52,10252.84
69,2385.91,10241.26
70,2374.02,10250.89
71,2372.00,10248.60
72,2371.01,10230.74
73,2414.14,10241.05
74,2368.62,10223.63
75,2379.60,10223.40
76,2367.37,10248.90
77,2371.15,10233.06
78,2427.33,10241.13
79,2384.50,10245.70
80,2423.07,10253.21
81,2370.33,10255.49
82,2366.31,10248.33
83,2371.94,10252.01
84,2384.98,10237.33
85,2377.41,10244.63
86,2376.22,10244.65
87,2371.07,10239.90
88,2378.77,10235.71
89,2368.27,10246.41
90,2368.53,10244.36
91,2379.50,10247.38
92,2375.09,10242.71
93,2374.75,10245.55
94,2546.09,10255.86
95,2602.94,10240.22
96,2382.83,10226.14
97,2372.78,10248.14
98,2375.18,10246.38
99,2372.80,10223.44
100,2445.18,10256.38
