session,latency_ms,bandwidth_kb
1,1643.61,38291.10
2,1730.18,38310.55
3,1801.90,38325.55
4,1809.96,38310.40
5,1841.45,38319.71
6,2187.07,38335.30
7,2233.93,38325.39
8,2114.73,38319.16
9,1863.20,38321.00
10,2553.14,38318.35
11,1821.73,38336.73
12,1877.57,38334.21
13,1958.21,38329.83
14,1946.73,38327.92
15,1967.63,38325.00
16,1940.28,38332.00
17,1921.34,38334.97
18,1947.64,38324.68
19,1946.18,38338.02
20,1927.94,38325.37
21,2025.30,38342.17
22,1944.17,38341.02
23,1971.49,38326.76
24,1953.09,38335.34
25,1942.18,38327.78
26,1971.52,38328.08
27,1951.26,38344.26
28,1986.04,38344.60
29,1988.55,38326.69
30,1970.81,38347.02
31,1990.46,38328.01
32,1989.19,38329.77
33,1971.78,38330.59
34,1993.77,38338.99
35,1976.09,38325.64
36,2001.94,38340.09
37,2008.50,38348.32
38,1986.16,38334.98
39,1991.40,38345.39
40,1980.71,38335.40
41,1989.35,38339.23
42,2006.29,38331.81
43,2000.25,38337.42
44,2035.25,38339.20
45,2005.87,38317.29
46,2038.66,38339.18
47,2007.43,38325.39
48,2013.84,38337.73
49,2004.64,38322.51
50,1996.49,38330.03
51,2050.41,38339.68
52,1996.70,38327.78
53,2014.19,38335.50
54,2016.40,38351.30
55,2002.71,38337.01
56,2013.65,38339.06
57,2011.08,38346.89
58,2012.01,38330.38
59,2017.51,38343.78
60,2787.53,38336.87
61,1959.99,38324.68
62,2053.03,38339.95
63,2010.05,38337.41
64,2011.17,38326.40
65,2017.79,38334.42
66,2026.55,38342.00
67,2043.91,38339.00
68,2281.40,38344.29
69,1998.23,38339.30
70,2030.53,38342.26
71,2022.25,38329.10
72,2037.36,38350.63
73,2039.97,38332.65
74,2061.28,38336.44
75,2079.33,38334.01
76,2103.76,38348.28
77,2027.63,38318.18
78,2377.38,38357.16
79,1981.82,38355.93
80,2028.58,38321.70
81,2047.01,38348.60
82,2043.80,38324.89
83,2071.46,38353.44
84,2030.85,38334.21
85,2024.09,38354.77
86,2036.29,38338.62
87,2024.35,38332.40
88,2822.48,38327.60
89,1963.32,38340.16
90,2024.45,38341.74
91,2028.52,38341.24
92,2025.59,38331.35
93,2050.75,38336.71
94,2036.44,38341.70
95,2036.42,38346.40
96,2245.23,38345.04
97,2132.70,38347.10
98,2059.11,38346.76
99,2666.29,38344.29
100,1975.30,38343.34
