session,latency_ms,bandwidth_kb
1,953.39,9101.96
2,928.53,9128.35
3,938.68,9127.38
4,926.05,9129.68
5,943.30,9124.79
6,929.55,9128.55
7,932.16,9125.66
8,930.64,9128.51
9,930.57,9129.03
10,932.81,9127.16
11,949.31,9128.07
12,949.91,9124.43
13,952.09,9128.54
14,957.37,9125.31
15,952.57,9129.95
16,945.75,9132.83
17,986.43,9131.32
18,963.52,9128.38
19,1116.51,9133.31
20,1089.00,9134.37
21,1029.30,9130.85
22,1036.50,9132.69
23,1071.84,9131.45
24,964.10,9131.31
25,980.23,9127.16
26,967.40,9126.20
27,987.97,9127.13
28,969.90,9127.59
29,994.03,9125.96
30,973.13,9130.38
31,982.11,9128.39
32,977.47,9128.76
33,986.54,9129.74
34,987.23,9124.04
35,990.00,9128.06
36,977.56,9130.69
37,993.81,9127.45
38,973.23,9134.33
39,1026.49,9132.38
40,995.26,9130.88
41,995.07,9129.02
42,1003.56,9126.38
43,994.14,9126.77
44,993.65,9133.06
45,998.07,9125.86
46,1007.58,9128.54
47,1025.86,9131.17
48,1046.23,9129.29
49,1030.47,9129.26
50,1011.77,9130.49
51,1010.51,9125.93
52,1002.64,9131.29
53,997.11,9133.96
54,1005.40,9130.58
55,1005.60,9128.79
56,1004.27,9130.75
57,1013.99,9130.52
58,1009.05,9128.43
59,1003.98,9132.60
60,1013.23,9128.55
61,1028.14,9124.79
62,1013.82,9128.91
63,1014.98,9128.33
64,1009.03,9132.04
65,1017.16,9131.81
66,1024.44,9127.11
67,1025.36,9129.00
68,1024.87,9128.61
69,1036.75,9129.61
70,1021.62,9131.67
71,1024.04,9128.11
72,1027.64,9129.03
73,1023.91,9131.38
74,1018.48,9129.00
75,1039.39,9125.72
76,1024.94,9131.83
77,1025.79,9131.87
78,1030.46,9127.42
79,1037.80,9128.38
80,1029.65,9129.13
81,1038.17,9129.37
82,1020.23,9130.31
83,1033.96,9131.88
84,1047.64,9126.89
85,1044.79,9124.41
86,1044.97,9132.31
87,1097.91,9129.81
88,1048.59,9130.97
89,1085.06,9134.62
90,1067.90,9130.94
91,1100.80,9135.46
92,1063.53,9132.32
93,1056.54,9129.14
94,1048.88,9127.23
95,1047.23,9127.80
96,1071.23,9124.42
97,1051.11,9130.96
98,1073.76,9129.43
99,1043.08,9126.96
100,1036.98,9130.62
