timestamp,latency_ms,bandwidth_kb,cpu_pct,ram_pct
1746156882,9.95,14.08,87.00,0.160
1746156882,9.16,13.80,87.00,0.163
1746156882,9.54,14.08,87.00,0.161
1746156882,9.83,13.80,88.00,0.164
1746156882,9.31,14.08,87.00,0.160
1746156882,8.88,14.02,100.00,0.161
1746156882,8.66,13.80,100.00,0.162
1746156882,9.91,13.80,88.00,0.162
1746156882,8.79,13.89,100.00,0.161
1746156882,8.81,13.89,100.00,0.163
1746156882,8.80,14.02,100.00,0.162
1746156882,8.97,14.02,87.00,0.162
1746156882,8.85,14.02,87.00,0.161
1746156882,9.05,13.80,87.00,0.163
1746156882,8.81,14.08,100.00,0.162
1746156882,8.81,14.08,100.00,0.162
1746156882,9.58,14.08,100.00,0.162
1746156882,8.92,13.80,87.00,0.161
1746156882,9.29,14.08,87.00,0.161
1746156882,8.88,13.80,87.00,0.161
1746156882,8.68,13.89,100.00,0.161
1746156882,9.11,14.02,87.00,0.163
1746156882,8.79,13.89,100.00,0.162
1746156883,8.94,13.89,87.00,0.161
1746156883,9.49,13.80,87.00,0.163
1746156883,8.86,13.80,87.00,0.161
1746156883,9.20,14.08,87.00,0.161
1746156883,8.81,14.02,100.00,0.162
1746156883,8.73,13.89,100.00,0.162
1746156883,8.65,14.08,100.00,0.161
1746156883,8.90,13.89,87.00,0.161
1746156883,8.98,13.89,87.00,0.162
1746156883,8.78,14.02,100.00,0.162
1746156883,9.27,14.08,87.00,0.163
1746156883,9.45,14.08,87.00,0.162
1746156883,8.92,13.80,87.00,0.162
1746156883,8.90,13.89,87.00,0.160
1746156883,8.89,14.02,87.00,0.162
1746156883,9.01,14.02,87.00,0.162
1746156883,8.78,14.08,100.00,0.161
1746156883,8.76,14.08,100.00,0.161
1746156883,8.98,14.08,87.00,0.162
1746156883,9.35,14.08,87.00,0.161
1746156883,8.73,13.89,100.00,0.164
1746156883,8.83,14.02,100.00,0.162
1746156883,8.90,14.02,87.00,0.162
1746156883,8.91,13.89,87.00,0.162
1746156883,10.13,14.08,88.00,0.162
1746156883,9.29,14.08,87.00,0.162
1746156883,9.22,13.89,87.00,0.162
1746156883,9.08,13.89,75.00,0.162
1746156883,8.79,14.08,100.00,0.160
1746156883,9.21,13.89,87.00,0.161
1746156883,9.27,14.02,87.00,0.161
1746156883,9.00,13.80,87.00,0.161
1746156883,8.97,14.08,87.00,0.162
1746156883,9.05,13.89,87.00,0.161
1746156883,8.93,13.80,87.00,0.163
1746156883,8.81,14.02,100.00,0.161
1746156883,8.85,14.02,87.00,0.164
1746156883,8.96,13.89,87.00,0.163
1746156883,8.70,14.02,100.00,0.163
1746156883,9.01,14.08,87.00,0.163
1746156883,9.10,13.89,87.00,0.162
1746156883,9.01,14.08,87.00,0.162
1746156883,8.92,13.89,87.00,0.163
1746156883,9.36,14.08,87.00,0.162
1746156883,8.95,13.89,87.00,0.161
1746156883,8.95,13.89,87.00,0.162
1746156883,8.72,13.80,100.00,0.162
1746156883,8.75,13.89,100.00,0.162
1746156883,8.91,14.08,87.00,0.161
1746156883,9.09,13.80,87.00,0.162
1746156883,9.08,14.08,87.00,0.162
1746156883,8.87,13.89,87.00,0.162
1746156883,8.62,13.89,100.00,0.162
1746156883,8.85,13.89,87.00,0.162
1746156883,8.75,13.80,100.00,0.161
1746156883,8.95,14.08,87.00,0.162
1746156883,8.88,14.08,87.00,0.162
1746156883,8.76,14.02,100.00,0.162
1746156883,8.76,13.89,100.00,0.162
1746156883,8.90,14.08,87.00,0.163
1746156883,8.92,14.08,87.00,0.162
1746156883,9.52,14.08,87.00,0.163
1746156883,8.92,14.08,87.00,0.161
1746156883,9.36,13.80,87.00,0.163
1746156883,9.02,13.80,87.00,0.162
1746156883,8.99,13.89,87.00,0.163
1746156883,8.86,13.89,100.00,0.161
1746156883,8.99,13.80,87.00,0.161
1746156883,9.14,13.80,87.00,0.164
1746156883,9.17,14.02,87.00,0.162
1746156883,8.85,14.08,87.00,0.162
1746156883,9.04,13.89,87.00,0.161
1746156883,8.91,13.80,87.00,0.162
1746156883,8.98,13.89,87.00,0.162
1746156883,9.41,13.83,87.00,0.163
1746156883,9.36,13.89,87.00,0.160
1746156883,9.19,14.08,87.00,0.160
